listing-location,location_encoded,bed,bath,listing-floorarea,listing-floorarea 2,price
"Bintaro Sektor 4, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,75.0,15555556.0,14000000.0
"Bintaro Sektor 5, Bintaro, Tangerang Selatan, Banten",2,7.0,4.0,280.0,15000000.0,48000000.0
"Alam Sutra, Alam Sutera, Tangerang Selatan, Banten",0,3.0,3.0,116.0,11538462.0,13500000.0
"Bintaro Sektor 5, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,180.0,17777778.0,16000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,4.0,4.0,200.0,16111111.0,29000000.0
"Bintaro Jaya Sektor 3A, Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,200.0,25000000.0,30000000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,5.0,5.0,480.0,8455285.0,52000000.0
"Serua, Ciputat, Tangerang Selatan, Banten",6,2.0,2.0,64.0,8112245.0,
"Pondok Ranji, Ciputat Timur, Tangerang Selatan, Banten",7,5.0,3.0,170.0,14596273.0,23500000.0
"Pondok Ranji, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,4.0,280.0,10000000.0,26000000.0
"Bintaro Jaya Sektor 5, Bintaro, Tangerang Selatan, Banten",2,10.0,10.0,210.0,20833333.0,25000000.0
"Sektor 2 bintaro jaya, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,90.0,13333333.0,18000000.0
"Ciputat Tol Pondok Aren, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,4.0,178.0,15384615.0,26000000.0
"Graha Raya Bintaro, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,45.0,15972222.0,11500000.0
"Jurangmangu Bintaro, Ciputat Timur, Tangerang Selatan, Banten",7,2.0,1.0,65.0,11827957.0,11000000.0
"Graha Bintaro, Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,89.0,15714286.0,16500000.0
"Sektor 3 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,300.0,16853933.0,60000000.0
"Serpong, Tangerang Selatan, Banten",13,3.0,3.0,100.0,5448718.0,
"Cihuni, . Pagedangan, Tangerang, Banten 15332, BSD, Tangerang Selatan, Banten",1,3.0,3.0,132.0,26250000.0,29400000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,90.0,19387755.0,19000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,222.0,21084337.0,35000000.0
"Bintaro Utama Sektor 3 A, Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,70.0,19791667.0,19000000.0
"Cihuni, . Pagedangan, Tangerang, Banten 15332, Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,132.0,26250000.0,29400000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,65.0,13.0,800.0
"WR Supratman Ciputat Timu, Ciputat Timur, Tangerang Selatan, Banten",7,5.0,5.0,450.0,9156250.0,146500000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,250.0,20000000.0,36000000.0
"Jl. Lavender Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,105.0,18253968.0,23000000.0
"Jl. Rossini Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,125.0,28703704.0,31000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,228.0,25000000.0,50000000.0
"Regensi Melati Mas 2, Serpong Utara, Tangerang Selatan, Banten",14,3.0,3.0,100.0,12500000.0,12000000.0
"Jl Red Diamond, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,4.0,5.0,160.0,18125000.0,29000000.0
"Regensi Melati Mas, Serpong Utara, Tangerang Selatan, Banten",14,2.0,2.0,60.0,10888889.0,
"jln Boulevard Raya  Gading Serpong,Tangerang, Gading Serpong, Tangerang Selatan, Banten",8,5.0,2.0,60.0,31041667.0,14900000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,380.0,29411765.0,100000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,110.0,24285714.0,17000000.0
"Pamulang, Tangerang Selatan, Banten",11,4.0,2.0,72.0,12500000.0,10000000.0
"Gading serpong boluevard, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,74.0,19642857.0,11000000.0
"The Green BSD Banyan Ville - Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,4.0,4.0,252.0,27500000.0,55000000.0
"Gading serpong, Gading Serpong, Tangerang Selatan, Banten",8,5.0,5.0,228.0,36805556.0,53000000.0
"BSD, Tangerang Selatan, Banten",1,2.0,2.0,48.0,23250000.0,
"Jl. Lkr. Bumi Botanika Utara, Banten 15333, BSD, Tangerang Selatan, Banten",1,5.0,7.0,398.0,32352941.0,110000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,73.0,22268908.0,26500000.0
"Gading Serpong, Tangerang Selatan, Banten",8,2.0,2.0,73.0,28571429.0,22000000.0
"Serpong, Tangerang Selatan, Banten",13,2.0,2.0,46.0,10416667.0,10000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,5.0,4.0,300.0,18720379.0,39500000.0
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,160.0,22685185.0,24500000.0
"Castilla BSD - Serpong kota Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,4.0,3.0,150.0,21875000.0,28000000.0
"Cluster Mozart, Jl. Mozart Selatan 2 Jl. Symphonia, BSD, Tangerang Selatan, Banten",1,3.0,3.0,196.0,31207974.0,47748200.0
"Gading Serpong, Tangerang Selatan, Banten",8,5.0,2.0,180.0,14444444.0,13000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,4.0,200.0,19444444.0,35000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,275.0,22666667.0,68000000.0
"Villa Melati Mas, Serpong Utara, Tangerang Selatan, Banten",14,4.0,2.0,100.0,11764706.0,16000000.0
"Jl. Kencana Loka BSD, BSD, Tangerang Selatan, Banten",1,5.0,4.0,176.0,20454545.0,27000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,4.0,180.0,33950617.0,55000000.0
"Jl. BSD Raya Utama 22, Pagedangan,Tangerang, BSD, Tangerang Selatan, Banten",1,2.0,1.0,60.0,41666667.0,25000000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,45.0,8333333.0,
"Jl Raya South City Utara,Pondok Cabe,Tanggerang, Pamulang, Tangerang Selatan, Banten",11,3.0,3.0,71.0,23277441.0,15828660.000000002
"Alam Sutera, Tangerang Selatan, Banten",0,2.0,1.0,85.0,20000000.0,12000000.0
"Jl. Springs Boulevard, Cihuni, . Pagedangan,, BSD, Tangerang Selatan, Banten",1,4.0,4.0,278.0,25093489.0,52445391.0
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,133.0,19485294.0,26500000.0
"Jl. Permai Raya, Pamulang Bar, Pamulang, Tangerang Selatan, Banten",11,6.0,4.0,250.0,10937500.0,21000000.0
"Bintaro 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,240.0,21666667.0,39000000.0
"Cendrawasih 25 Cipayung, Kec. Ciputat, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,90.0,15476190.0,13000000.0
"Puri Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,198.0,12500000.0,33000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,5.0,4.0,200.0,7407407.0,10000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,4.0,4.0,280.0,20265152.0,53500000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,300.0,21875000.0,24500000.0
"Pondok Aren, Tangerang Selatan, Banten",12,4.0,4.0,260.0,18750000.0,49500000.0
"Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,180.0,21212121.0,28000000.0
"Ceger, Pondok Aren, Bintaro, Tangerang Selatan, Banten",2,3.0,1.0,70.0,10447761.0,14000000.0
"Kucica Bintaro 9, Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,900.0,11271133.0,180000000.0
"Jl. Puspa Widya, Serpong, Tangerang Selatan, Banten",13,7.0,5.0,200.0,17415730.0,31000000.0
"Jl. Pesona Gintung, Ciputat, Tangerang Selatan, Banten",6,6.0,5.0,400.0,27669903.0,57000000.0
"Jl. Puyuh Timur , Jurang Manggu Tim, Pondok Aren, Tangerang Selatan, Banten",12,5.0,4.0,200.0,16233766.0,25000000.0
"Ciputat, Tangerang Selatan, Banten",6,7.0,7.0,380.0,17741935.0,55000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,185.0,24537037.0,26500000.0
"Pondok Aren, Tangerang Selatan, Banten",12,5.0,6.0,400.0,15531915.0,36500000.0
"Senayan Bintaro 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,225.0,24722222.0,44500000.0
"Ika 08111110422, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,120.0,19270833.0,18500000.0
"Emerald BIntaro, Bintaro, Tangerang Selatan, Banten",2,6.0,6.0,250.0,12222222.0,55000000.0
"Jl. Beringin , Sawah Lama, Ciputat, Tangerang Selatan, Banten",6,4.0,3.0,90.0,12043796.0,16500000.0
"Bintaro 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,171.0,23913043.0,38500000.0
"Nykka at Alam Sutera Narada kota Tangerang Selatan, Alam Sutera, Tangerang Selatan, Banten",0,5.0,4.0,176.0,35435714.0,49610000.0
"Serpong Utara, Tangerang Selatan, Banten",14,5.0,4.0,126.0,33035714.0,37000000.0
"Nykka at Alam Sutera Narada - Tangerang Selatan, Alam Sutera, Tangerang Selatan, Banten",0,5.0,4.0,209.0,36681250.0,58690000.0
"BSD, Tangerang Selatan, Banten",1,5.0,4.0,250.0,30454545.0,67000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,285.0,35454545.0,78000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,242.0,41666667.0,75000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,121.0,18253968.0,23000000.0
"Nara Village, Jalan Proklamasi, Gading Serpong, Tangerang, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,119.0,27619048.0,29000000.0
"Jelupang,Serpong Utara, Kota Tangerang Selatan, Serpong Utara, Tangerang Selatan, Banten",14,4.0,3.0,162.0,11607143.0,26000000.0
"Jl. Taman Baluran No.1, Kec. Serpong, Serpong, Tangerang Selatan, Banten",13,5.0,4.0,300.0,18333333.0,55000000.0
"Jl.Raya Kadu Sirung, Pagedangan Tangerang Banten, Serpong, Tangerang Selatan, Banten",13,2.0,2.0,118.0,24489796.0,24000000.0
"Jl.Raya Kadu Sirung, Pagedangan Tangerang Banten, BSD, Tangerang Selatan, Banten",1,2.0,2.0,118.0,24489796.0,24000000.0
"Welton Hiera, BSD, Tangerang Selatan, Banten",1,2.0,2.0,118.0,24489796.0,24000000.0
"Cihuni Pagedangan, BSD, Tangerang Selatan, Banten",1,3.0,3.0,132.0,26250000.0,29400000.0
"Lengkong Kulon, Pagedangan, Banten 15331, BSD, Tangerang Selatan, Banten",1,4.0,5.0,320.0,38888889.0,63000000.0
"Lengkong Kulon, Pagedangan, Banten 15331, Gading Serpong, Tangerang Selatan, Banten",8,4.0,5.0,320.0,38888889.0,63000000.0
"Jl. Amd no 70  B, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,37.0,11666667.0,
"Fountainebleau Golf Res. BSD Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,5.0,5.0,334.0,20000000.0,75000000.0
"Lengkong Kulon, Kabupaten Tangerang, Banten, BSD, Tangerang Selatan, Banten",1,5.0,7.0,398.0,32352941.0,110000000.0
"Lengkong Kulon, Kabupaten Tangerang, Banten, Pondok Aren, Tangerang Selatan, Banten",12,5.0,7.0,398.0,32352941.0,110000000.0
"Virginia Village, Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,41.0,25806452.0,
"Virginia Village, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,41.0,25806452.0,
"Virginia Village, Gading Serpong, Tangerang Selatan, Banten",8,2.0,1.0,41.0,25806452.0,
"Lengkong Kulon, Kabupaten Tangerang, Banten, BSD, Tangerang Selatan, Banten",1,5.0,7.0,398.0,32352941.0,110000000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,3.0,2.0,90.0,23161765.0,15750000.0
"Virginia Village, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,41.0,25806452.0,
"Cihuni,  Pagedangan, Tangerang, Banten 15332, Serpong Utara, Tangerang Selatan, Banten",14,3.0,3.0,132.0,26250000.0,29400000.0
"Cluster Mozart, Jl. Mozart Selatan 2 Jl. Symphonia, Serpong, Tangerang Selatan, Banten",13,3.0,3.0,196.0,31207908.0,47748100.00000001
"Jl. Springs Boulevard, Cihuni,, BSD, Tangerang Selatan, Banten",1,5.0,4.0,207.0,36612500.0,52722000.0
"Jl kenari utama, Serpong Utara, Tangerang Selatan, Banten",14,4.0,2.0,115.0,6111111.0,
"Pamulang, Tangerang Selatan, Banten",11,4.0,2.0,130.0,4444444.0,
"Kebayoran Essence, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,216.0,23529412.0,48000000.0
"Aluvia cluster, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,80.0,30952381.0,26000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,110.0,13437500.0,21500000.0
"Serpong, Tangerang Selatan, Banten",13,3.0,2.0,175.0,15550000.0,24880000.0
"BSD, Tangerang Selatan, Banten",1,2.0,1.0,70.0,13095238.0,11000000.0
"Cirendeu, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,2.0,60.0,9695122.0,
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,4.0,3.0,250.0,12500000.0,16000000.0
"Jl Purnawarman Cireundeu Ciputat, Ciputat Timur, Tangerang Selatan, Banten",7,3.0,2.0,127.0,33333333.0,18000000.0
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,270.0,17777778.0,32000000.0
"Nusaloka XIV BSD Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,2.0,1.0,43.0,13037383.0,13950000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,4.0,4.0,275.0,21666667.0,65000000.0
"Ciputat, Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,120.0,25000000.0,19500000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,3.0,4.0,150.0,12179487.0,19000000.0
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,227.0,15000000.0,60000000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,3.0,3.0,187.0,34090909.0,45000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,117.0,22000000.0,27500000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,380.0,21338912.0,51000000.0
"Serpong, Tangerang Selatan, Banten",13,4.0,3.0,133.0,22321429.0,25000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,5.0,350.0,26717557.0,35000000.0
"Lengkong Kulon, Kabupaten Tangerang, Banten, Ciputat, Tangerang Selatan, Banten",6,5.0,7.0,398.0,32353824.0,110003000.0
"Villa Melati Mas, Serpong Utara, Tangerang Selatan, Banten",14,4.0,3.0,104.0,20529801.0,31000000.0
"Villa Melati Mas, Serpong Utara, Tangerang Selatan, Banten",14,4.0,3.0,66.0,11006944.0,15850000.0
"Jl. Raya pendidikan - Rawa kalong, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,69.0,13953488.0,12000000.0
"Jl. Perkici XII, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,90.0,13333333.0,12000000.0
"Jl. Puspa Widya - Lengkong Gudang kec. Serpong, BSD, Tangerang Selatan, Banten",1,4.0,3.0,120.0,16666667.0,27000000.0
"Kencana Loka BSD - Ciater kec. Serpong, BSD, Tangerang Selatan, Banten",1,5.0,5.0,220.0,22111111.0,29850000.0
"De Latinos Bsd - rawa buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,5.0,4.0,240.0,15750000.0,31500000.0
"Jl. Pending Kencana, Rw Mekar Jaya, kec serpong, BSD, Tangerang Selatan, Banten",1,5.0,5.0,280.0,22916667.0,27500000.0
"Bukit Golf BSD - Lengkong Wetan Serpong Tangsel, BSD, Tangerang Selatan, Banten",1,8.0,6.0,783.0,30172414.0,175000000.0
"The Green Cluster Bellagio Cilenggang Kec Serpong, BSD, Tangerang Selatan, Banten",1,6.0,4.0,450.0,20266667.0,76000000.0
"De Latinos BSD - Rawa Buntu kec. Serpong, BSD, Tangerang Selatan, Banten",1,5.0,3.0,272.0,16911765.0,23000000.0
"Jl. S. Cimandiri Lengkong Karya kec Serpong Utara, BSD, Tangerang Selatan, Banten",1,6.0,5.0,1000.0,33898305.0,240000000.0
"Sutera Amaryllis - Pakulonan - Serpong Utara, Alam Sutera, Tangerang Selatan, Banten",0,5.0,5.0,450.0,23980815.0,100000000.0
"Tirta Golf Bsd - Lengkong Karya kec Serpong Utara, BSD, Tangerang Selatan, Banten",1,6.0,5.0,780.0,21220159.0,80000000.0
"Taman Tirta Golf BSD lengkong karya serpong utara, BSD, Tangerang Selatan, Banten",1,4.0,3.0,426.0,12895662.0,110000000.0
"Jl. Sutera Feronia 2, Alam Sutera, Tangerang Selatan, Banten",0,5.0,4.0,300.0,20851064.0,49000000.0
"Jl. Rawa Buntu, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,200.0,16071429.0,27000000.0
"Jl. Puspitek kel. Buaran kec. Serpong, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,70.0,12500000.0,13500000.0
"De Latinos BSD - Kel. Rawa Buntu Kec. Serpong, BSD, Tangerang Selatan, Banten",1,4.0,3.0,110.0,16666667.0,21000000.0
"Cluster Neo Catalonia BSD - Ciater Kec. Serpong, BSD, Tangerang Selatan, Banten",1,2.0,1.0,54.0,11250000.0,15750000.0
"Kel. Pondok Jagung Timur kec. Serpong Utara, Alam Sutera, Tangerang Selatan, Banten",0,6.0,5.0,100.0,22875817.0,35000000.0
"Jl Raya Serpong - Pondok Jagung kec Serpong Utara, Serpong Utara, Tangerang Selatan, Banten",14,5.0,6.0,670.0,17819706.0,85000000.0
"De Latinos BSD - Kel. Rawa Buntu Kec. Serpong, BSD, Tangerang Selatan, Banten",1,6.0,4.0,300.0,14646465.0,58000000.0
"The Green BSD - Cilenggang Kec. Serpong, BSD, Tangerang Selatan, Banten",1,5.0,4.0,300.0,17916667.0,43000000.0
"Serpong Lagoon - Kranggan kec. Setu Tangsel, Setu, Tangerang Selatan, Banten",16,3.0,2.0,100.0,14285714.0,12000000.0
"Nusaloka BSD - Rawa Mekar Jaya kec. Serpong, BSD, Tangerang Selatan, Banten",1,4.0,4.0,100.0,14583333.0,17500000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,285.0,19480519.0,30000000.0
"Jl. Camar, Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,200.0,12152778.0,35000000.0
"Pamulang, Tangerang Selatan, Banten",11,5.0,2.0,140.0,6989247.0,13000000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,122.0,10625000.0,17000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,75.0,15625000.0,15000000.0
"Jl. Boulevard UPJ, Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,78.0,23809524.0,20000000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,190.0,13888889.0,25000000.0
"Jln Bsd, BSD, Tangerang Selatan, Banten",1,2.0,2.0,62.0,24000000.0,12000000.0
"Jalan .Pondok Benda , Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,68.0,15000000.0,
"Kencana Loka, BSD, Tangerang Selatan, Banten",1,5.0,4.0,180.0,20370370.0,27500000.0
"BSD ANGGREK LOKA, BSD, Tangerang Selatan, Banten",1,4.0,3.0,120.0,15500000.0,27900000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,76.0,18750000.0,16500000.0
"Jl Red Diamond, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,3.0,3.0,153.0,17045455.0,22500000.0
"Kencana Loka, BSD, Tangerang Selatan, Banten",1,4.0,3.0,150.0,10057471.0,17500000.0
"Jl Red Diamond, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,2.0,2.0,85.0,20000000.0,22000000.0
"Kencana Loka, BSD, Tangerang Selatan, Banten",1,4.0,3.0,180.0,21111111.0,28500000.0
"Delatinos Bahamas BSD, BSD, Tangerang Selatan, Banten",1,5.0,6.0,350.0,23214286.0,65000000.0
"Eminent Precia, BSD, Tangerang Selatan, Banten",1,1.0,3.0,150.0,23611111.0,34000000.0
"BSD Griya Loka 1.2, BSD, Tangerang Selatan, Banten",1,4.0,4.0,130.0,19626168.0,21000000.0
"Jalan Palapa, Serpong, Tangerang Selatan, Banten",13,3.0,3.0,80.0,21428571.0,15000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,180.0,28333333.0,42500000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,400.0,32352941.0,82500000.0
"Sektor 1.3, BSD, Tangerang Selatan, Banten",1,3.0,3.0,200.0,9765625.0,37500000.0
"Giri Loka 1 BSD, BSD, Tangerang Selatan, Banten",1,4.0,5.0,450.0,28409091.0,75000000.0
"Prestigia BSD City, BSD, Tangerang Selatan, Banten",1,3.0,3.0,142.0,27500000.0,33000000.0
"PJ8J+Q29, Jl. Kimora, Lengkong Kulon, BSD, Tangerang Selatan, Banten",1,5.0,5.0,235.0,45955882.0,62500000.0
"Arcadia Village, Gading Serpong, Tangerang Selatan, Banten",8,5.0,2.0,60.0,31041667.0,14900000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,225.0,36666667.0,33000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,250.0,19662921.0,35000000.0
"Rempoa, Ciputat, Tangerang Selatan, Banten",6,4.0,4.0,264.0,15028902.0,52000000.0
"Bumi Foresta BSD Serpong, BSD, Tangerang Selatan, Banten",1,5.0,4.0,400.0,21212121.0,70000000.0
"Pamulang Ciputat BSD, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,65.0,9615385.0,
"Graha Raya Bintaro, Serpong, Tangerang Selatan, Banten",13,4.0,4.0,225.0,17037037.0,23000000.0
"SEKTOR 3A BINTARO JAYA, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,100.0,10937500.0,17500000.0
"Palem Puri, Bintaro, Tangerang Selatan, Banten",2,6.0,5.0,600.0,15000000.0,150000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,200.0,30833333.0,37000000.0
"Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,44.0,16250000.0,19500000.0
"Jl. Cendrawasih, Ciputat, Tangerang Selatan, Banten",6,2.0,1.0,50.0,10326087.0,
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,160.0,17291667.0,24900000.000000004
"menteng bintaro jaya sektor 7 tangerang selatan, Bintaro, Tangerang Selatan, Banten",2,6.0,6.0,300.0,38235294.0,78000000.0
"menteng bintaro jaya sektor 7 tangerang selatan, Bintaro, Tangerang Selatan, Banten",2,6.0,6.0,300.0,38235294.0,78000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,2.0,2.0,85.0,20000000.0,12000000.0
"Taman Telaga Golf, BSD, Tangerang Selatan, Banten",1,6.0,4.0,800.0,17142857.0,120000000.0
"Jl. Bohemia Raya No.6, Curug Sangereng, Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,90.0,18888889.0,17000000.0
"Jl. Jombang Raya Jombang, Ciputat, Ciputat, Tangerang Selatan, Banten",6,5.0,4.0,200.0,18324607.0,35000000.0
"Bsd, BSD, Tangerang Selatan, Banten",1,4.0,4.0,835.0,24242424.0,360000000.0
"Jalan raya Griya Loka, BSD, Tangerang Selatan, Banten",1,2.0,1.0,100.0,14000000.0,35000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,110.0,11224490.0,11000000.0
"Pondok betung, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,400.0,10309278.0,100000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,241.0,29000000.0,58000000.0
"Perkici, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,100.0,22500000.0,27000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,85.0,7777778.0,17500000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,350.0,16000000.0,48000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,200.0,27500000.0,44000000.0
"BSD, Tangerang Selatan, Banten",1,2.0,2.0,71.0,20000000.0,12000000.0
"Jl. Pondok Aren, Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,50.0,13333333.0,
", Cihuni, Kec. Pagedangan, Tangerang, Banten 15332, BSD, Tangerang Selatan, Banten",1,3.0,2.0,129.0,25102563.0,32131281.0
"Kadu Sirung, Kec. Pagedangan, Tangerang, Banten, BSD, Tangerang Selatan, Banten",1,2.0,2.0,118.0,24489796.0,24000000.0
"Cihuni Pagedangan, BSD, Tangerang Selatan, Banten",1,3.0,3.0,132.0,26250000.0,29400000.0
"Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,90.0,11341463.0,13950000.0
"Virginia Village, BSD, Tangerang Selatan, Banten",1,2.0,1.0,41.0,25806452.0,
"Jl. Lkr. Bumi Botanika Utara, Lengkong Kulon, Gading Serpong, Tangerang Selatan, Banten",8,5.0,4.0,300.0,11333333.0,17000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,149.0,13492063.0,17000000.0
"Nusaloka, BSD, Tangerang Selatan, Banten",1,3.0,2.0,100.0,20486111.0,14750000.0
"Jalan Sakura Boulevard, Pondok Aren, Tangerang Selatan, Banten",12,2.0,1.0,41.0,12359722.0,
"Cluster Anila Vanya Park, BSD, Tangerang Selatan, Banten",1,3.0,2.0,72.0,20779221.0,16000000.0
"Avani, BSD, Tangerang Selatan, Banten",1,3.0,2.0,75.0,17410714.0,19500000.0
"BSD, Tangerang Selatan, Banten",1,5.0,3.0,126.0,15428571.0,16200000.000000002
"Regensi Melati Mas, Tangerang Selatan, Serpong Utara, Tangerang Selatan, Banten",14,4.0,3.0,160.0,15714286.0,22000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,66.0,18888889.0,17000000.0
"Villa Melati Mas, Serpong Utara, Tangerang Selatan, Banten",14,3.0,3.0,160.0,17857143.0,25000000.0
"BSD, Tangerang Selatan, Banten",1,2.0,2.0,80.0,12857143.0,13500000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,100.0,12918660.0,27000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,415.0,16307692.0,53000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,72.0,21527778.0,15500000.0
"Alam Sutera, Tangerang Selatan, Banten",0,4.0,4.0,240.0,26250000.0,63000000.0
"Serpong Utara, Tangerang Selatan, Banten",14,2.0,1.0,57.0,8888889.0,
"BSD, Tangerang Selatan, Banten",1,5.0,6.0,270.0,13750000.0,33000000.0
"Serpong Utara, Tangerang Selatan, Banten",14,7.0,4.0,500.0,9047619.0,38000000.0
"Ruko pasar modern, Jl. Boulevard Raya Gading, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,121.0,18503937.0,23500000.0
